City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
Kodiak,40,US,1569632844,69,39.95,-94.76,77.0,10.29
Petropavlovsk-Kamchatskiy,43,RU,1569632846,37,53.05,158.65,55.4,13.42
Naze,40,NG,1569632847,94,5.43,7.07,73.4,4.54
Zaraza,16,VE,1569632849,87,9.35,-65.33,75.73,7.02
Ancud,90,CL,1569632850,93,-41.87,-73.83,50.0,14.99
Zhucheng,0,CN,1569632850,53,30.85,114.8,73.4,6.71
Pedernales,73,EC,1569632851,83,0.07,-80.05,74.16,13.31
Falam,100,MM,1569632852,99,22.91,93.68,60.38,2.93
Kysyl-Syr,14,RU,1569632852,88,63.9,122.77,33.9,6.58
Newport,75,GB,1569632853,87,51.59,-3.0,57.99,11.41
Bintulu,75,MY,1569632853,94,3.17,113.03,78.8,4.7
Oussouye,40,SN,1569632855,88,12.49,-16.54,82.4,2.24
Peterhead,0,AU,1569632857,41,-34.83,138.5,60.01,14.99
Tromso,20,NO,1569632857,93,69.65,18.96,37.0,2.24
Teya,75,MX,1569632857,62,21.05,-89.07,86.0,10.29
Dongning,75,CN,1569632861,50,44.06,131.12,65.06,1.83
Northam,75,AU,1569632863,93,-31.65,116.67,55.4,8.05
Parati,0,BR,1569632863,41,-20.51,-54.63,77.0,6.93
Balyaga,0,RU,1569632867,86,51.15,108.93,31.94,4.81
Salalah,75,OM,1569632868,83,17.01,54.1,80.6,8.05
Zhaotong,3,CN,1569632869,91,27.34,103.71,49.11,2.51
Yatou,40,CM,1569632869,94,3.63,9.81,75.2,1.12
Singaraja,49,ID,1569632871,71,-8.11,115.08,79.33,2.21
Muisne,95,EC,1569632874,84,0.61,-80.02,74.78,14.0
Abatskoye,80,RU,1569632876,92,56.29,70.46,32.96,7.09
Macamic,90,CA,1569632876,100,48.75,-79.0,51.8,13.87
Whitehorse,20,CA,1569632721,39,60.72,-135.06,48.2,4.7
Carballo,66,ES,1569632881,100,43.21,-8.69,53.01,5.82
Phalodi,90,IN,1569632885,67,27.13,72.36,81.31,9.04
Nome,40,US,1569632886,78,30.04,-94.42,82.99,4.7
Zhigansk,93,RU,1569632889,75,66.77,123.37,34.35,3.02
Khandbari,100,NP,1569632890,98,27.38,87.21,52.17,1.92
Palmer,0,AU,1569632891,41,-34.85,139.16,60.01,14.99
Gravdal,64,NO,1569632891,87,59.79,5.78,54.0,8.05
Laela,87,TZ,1569632892,58,-8.57,32.05,61.46,3.27
Chumikan,77,RU,1569632893,91,54.72,135.31,47.18,3.91
Yima,0,CN,1569632895,63,34.75,111.87,63.49,3.65
Corowa,33,AU,1569632899,46,-36.0,146.39,57.0,8.05
Shipunovo,100,RU,1569632899,92,52.22,82.26,50.46,8.34
Dong Hoi,65,VN,1569632906,86,17.48,106.6,73.66,3.24
Turukhansk,100,RU,1569632907,97,65.8,87.96,33.43,9.06
Sumbe,100,AO,1569632908,92,-11.2,13.84,72.89,7.85
Kenitra,0,MA,1569632909,93,34.26,-6.57,64.99,5.82
High Prairie,100,CA,1569632909,62,55.43,-116.48,38.06,7.18
Elko,90,US,1569632684,37,40.83,-115.76,68.0,9.17
Nouadhibou,0,MR,1569632910,81,20.93,-17.03,70.67,24.65
Huancabamba,72,PE,1569632911,85,-5.24,-79.45,55.98,1.83
Makuyuni,55,TZ,1569632912,91,-5.02,38.33,64.03,3.87
Fort Nelson,75,CA,1569632517,65,58.81,-122.69,41.0,3.36
Frederikshavn,57,DK,1569632913,96,57.44,10.53,54.0,3.0
Torbay,90,CA,1569632521,100,47.66,-52.73,53.01,17.22
Beibei,20,CN,1569632914,83,29.83,106.43,71.6,1.36
Sao Joao da Barra,38,BR,1569632918,96,-21.64,-41.05,66.51,4.79
Sainte-Rose,20,CA,1569632918,67,45.61,-73.79,62.6,8.05
Sheridan,75,US,1569632920,39,39.65,-105.03,64.4,24.16
Hirara,75,JP,1569632921,94,24.8,125.28,82.4,12.75
Safford,1,US,1569632922,30,32.83,-109.71,80.6,11.41
Husavik,75,CA,1569632923,66,50.56,-96.99,48.99,8.9
Komsomolskiy,97,RU,1569632923,89,67.55,63.78,29.2,4.88
Bull Savanna,100,JM,1569632924,75,17.89,-77.59,84.51,11.52
Batetskiy,80,RU,1569632925,94,58.65,30.3,42.92,2.82
Bagdarin,15,RU,1569632927,51,54.44,113.59,31.2,11.68
De Aar,2,ZA,1569632928,15,-30.65,24.01,51.79,5.61
Sola,100,TZ,1569632569,63,-3.17,33.8,71.18,1.99
Cabras,100,CO,1569632929,91,5.5,-75.6,57.99,3.18
Colesberg,48,ZA,1569632931,17,-30.72,25.1,49.9,5.21
Maragogi,0,BR,1569632559,93,-9.01,-35.22,69.84,4.45
Russellville,40,US,1569632693,73,35.28,-93.13,82.0,6.93
Tobol,100,SE,1569632935,93,59.83,12.54,53.6,3.36
Lang Suan,20,TH,1569632936,100,9.95,99.07,75.2,0.58
Maniwaki,80,CA,1569632880,89,46.38,-75.98,55.88,5.84
Kiama,40,AU,1569632938,36,-34.67,150.86,62.6,8.05
Pirai do Sul,52,BR,1569632939,91,-24.53,-49.95,57.99,8.01
Pendleton,1,US,1569632939,73,34.65,-82.78,87.8,5.66
Mikkeli,24,FI,1569632940,95,61.69,27.27,45.0,3.02
Tiarei,40,PF,1569632941,66,-17.53,-149.33,86.0,6.93
Kerman,0,IR,1569632945,13,30.29,57.06,59.0,4.7
Batsfjord,5,NO,1569632610,89,70.63,29.72,45.33,13.22
Rasht,90,IR,1569632946,100,37.28,49.58,68.0,1.5
Nikolskoye,90,RU,1569632512,87,59.7,30.79,46.99,4.47
Adrar,0,DZ,1569632463,11,27.87,-0.29,87.8,2.08
Alofi,75,NU,1569632556,65,-19.06,-169.92,80.6,13.87
Itaituba,43,BR,1569632948,86,-4.26,-55.99,75.87,1.14
Bathsheba,40,BB,1569632570,78,13.22,-59.52,82.4,8.05
Torres,100,BR,1569632950,83,-29.34,-49.73,56.65,3.96
Matay,0,EG,1569632951,83,28.42,30.79,71.28,13.67
Outjo,4,NA,1569632952,15,-20.11,16.16,58.05,7.47
Ambon,40,FR,1569632953,82,47.55,-2.56,60.01,13.87
Yaan,100,NG,1569632953,91,7.38,8.57,74.09,8.1
Mehamn,32,NO,1569632574,93,71.03,27.85,41.75,9.55
Dicabisagan,66,PH,1569632954,88,17.08,122.42,78.14,1.97
Manuk Mangkaw,15,PH,1569632955,65,4.8,119.85,83.36,5.64
Chabahar,0,IR,1569632534,70,25.29,60.65,82.28,5.5
Taltal,3,CL,1569632591,86,-25.41,-70.49,51.99,1.63
Chor,45,PK,1569632889,72,25.52,69.77,82.3,6.71
Emerald,0,AU,1569632957,53,-23.53,148.16,79.0,4.7
Daman,100,IN,1569632958,81,20.42,72.83,81.72,20.65
Vorukh,0,KG,1569632959,30,39.85,70.57,60.45,5.17
San Felipe,0,CL,1569632960,99,-32.75,-70.73,57.0,2.15
Nhamunda,61,BR,1569632961,69,-2.19,-56.71,80.0,2.21
Carutapera,41,BR,1569632550,73,-1.2,-46.02,80.41,9.71
Bjerkvik,34,NO,1569632962,100,68.55,17.56,52.0,4.7
Mirnyy,63,RU,1569632962,96,56.57,36.46,38.94,1.77
Hervey Bay,40,AU,1569632963,53,-25.3,152.85,77.0,8.05
Kapuskasing,90,CA,1569632802,100,49.42,-82.43,46.4,17.22
Valdez,75,US,1569632964,61,61.13,-146.35,51.8,6.85
Ryazanovskiy,100,RU,1569632965,95,55.55,39.43,43.22,2.66
Abha,20,SA,1569632966,68,18.22,42.5,66.2,11.41
Labuhan,100,ID,1569632487,68,-2.54,115.51,77.82,0.31
Romanovka,72,RU,1569632982,92,51.74,42.76,42.75,4.81
Naryan-Mar,100,RU,1569632982,95,67.67,53.09,34.91,6.64
Deshnok,57,IN,1569632983,68,27.8,73.34,83.13,7.02
Cassia,1,US,1569632987,78,28.89,-81.47,82.4,4.7
Axim,100,GH,1569632587,92,4.87,-2.24,76.65,10.65
Gweta,0,BW,1569632988,27,-20.21,25.26,56.99,8.97
Svetlaya,31,RU,1569632989,54,46.54,138.33,70.91,2.26
Rafai,92,CF,1569632989,95,4.95,23.92,69.74,1.83
Bonavista,96,CA,1569632990,81,48.65,-53.11,51.01,3.0
Sao Geraldo do Araguaia,100,BR,1569632991,67,-6.4,-48.55,79.56,2.44
The Pas,90,CA,1569632995,52,53.82,-101.24,41.0,12.75
La Asuncion,0,AR,1569632996,48,-26.05,-65.39,58.65,5.19
Baykalsk,0,RU,1569632996,79,51.52,104.15,35.99,2.95
Yokadouma,100,CM,1569632997,98,3.52,15.05,68.62,0.92
North Myrtle Beach,1,US,1569632998,78,33.83,-78.68,81.0,4.7
Black River,20,JM,1569632999,83,18.03,-77.85,82.4,5.82
Itarema,0,BR,1569633001,82,-2.92,-39.92,76.27,10.94
Seydi,29,NE,1569633002,48,13.34,7.75,86.35,8.46
Redlands,1,US,1569633003,62,34.06,-117.19,73.4,11.41
Coihaique,0,CL,1569633005,95,-45.58,-72.07,57.2,4.7
Bom Sucesso,28,BR,1569633006,64,-21.03,-44.76,66.84,4.72
Moctezuma,0,MX,1569633007,49,29.81,-109.68,74.56,8.79
Salinas,85,US,1569632618,68,36.67,-121.66,72.0,19.46
Puerto Quijarro,12,BO,1569633008,38,-19.0,-57.72,78.9,3.53
Shache,0,CN,1569633009,83,38.42,77.24,68.0,7.87
Muros,0,ES,1569632579,93,42.77,-9.06,61.0,1.12
Kwinana,0,AU,1569633012,82,-32.25,115.77,64.99,10.29
Caucaia,20,BR,1569633013,78,-3.73,-38.66,78.8,9.17
Drovyanaya,0,RU,1569633014,52,51.58,113.05,42.8,15.66
Dandong,0,CN,1569633014,82,40.12,124.37,66.21,3.44
Semenivka,12,UA,1569633015,81,52.18,32.58,43.2,2.84
Kara,0,TG,1569633015,94,9.55,1.2,77.0,2.24
Kloulklubed,75,PW,1569632475,70,7.04,134.26,86.0,8.05
Florianopolis,40,BR,1569633018,63,-27.6,-48.55,66.99,12.75
Virpur,96,IN,1569633021,91,21.71,74.42,73.32,3.18
